Oven,Name,Cost,Revenue,Quantity,Hours to Cook,Unlocked?,Completed?,Primary Color,Holiday,Season,Type,Other Tags
Fluffy Oven,Strawberry Mochi,1620,3000,750,8,TRUE,TRUE,Pink,,,Ice Creams,
Fluffy Oven,Slumber Grahams,1700,2600,650,1,TRUE,TRUE,,,,,
Fluffy Oven,Sleepy Cookies,1980,3200,800,3,TRUE,TRUE,Pink,,,Cookies,
Fluffy Oven,Pillow Cake,2020,3500,875,5,TRUE,TRUE,Teal,,,,
Fluffy Oven,Sheep Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Fluffy Oven,Pig Cupcake,1620,3000,750,8,FALSE,FALSE,,,,,
Fluffy Oven,Tea Souffle Pancakes,1380,2200,550,3,FALSE,FALSE,,,,,
Fluffy Oven,Lilikoi Souffle Pancakes,1620,3000,750,8,FALSE,FALSE,,,,,
Fluffy Oven,Cable Knit Cinnamon Loaf,940,1400,350,1,TRUE,FALSE,Tan,,,Breads,
Fondue Fountain,Dipped Strawberry,420,2900,1450,6,FALSE,FALSE,,,,,
Fondue Fountain,Cocoa Marshmallow,330,2200,1100,4,FALSE,FALSE,,,,,
Fondue Fountain,Chocolate Banana,240,1500,750,2,FALSE,FALSE,,,,,
Four Leaf Oven,Paddy's Pastry,1220,1900,475,2,FALSE,FALSE,,,,,
Four Leaf Oven,Luck Cakes,1600,2900,725,7,FALSE,FALSE,,,,,
Four Leaf Oven,St Patrifle,1640,3100,775,10,FALSE,FALSE,,,,,
Frappe Fountain,Caramel Frappe,2080,3600,900,6,FALSE,FALSE,,,,,
Frappe Fountain,Mocha Frappe,1700,2800,700,4,FALSE,FALSE,,,,,
Frappe Fountain,Strawberry Frappe,1200,1900,475,2,FALSE,FALSE,,,,,
French Coffee Press,Layered Latte,1220,1900,475,2,FALSE,FALSE,,,,,
French Coffee Press,Bear Latte,1600,2900,725,7,FALSE,FALSE,,,,,
French Coffee Press,Cat Latte,1640,3100,775,10,FALSE,FALSE,,,,,
French Cookie Oven,Lemon Madeleines,2560,4400,1100,5,FALSE,FALSE,,,,,
French Cookie Oven,Sable Cookies,1620,2600,650,3,FALSE,FALSE,,,,,
French Cookie Oven,Palmier Cookies,1040,1600,400,1,FALSE,FALSE,,,,,
Frog Oven,Frog Cookie,1220,1900,475,2,TRUE,FALSE,Green,,,Cookies,Animal
Frog Oven,Frog Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Frog Oven,Frogs on a Log,1540,2600,650,5,FALSE,FALSE,,,,,
Frog Stove,Frog Jellies,1220,1900,475,2,FALSE,FALSE,,,,,
Frog Stove,Frog Eye Salad,1600,2900,725,7,FALSE,FALSE,,,,,
Frog Stove,Frog Ice Cream,1640,3100,775,10,FALSE,FALSE,,,,,
Frono Di Pasticcino,Torta Caprese,1620,3000,750,8,FALSE,FALSE,,,,,
Frono Di Pasticcino,Panettone,1580,2800,700,6,FALSE,FALSE,,,,,
Frono Di Pasticcino,Pignulata,1540,2600,650,5,FALSE,FALSE,,,,,
Frosty Freezer,Balboa Bar,3860,8000,2000,14,FALSE,FALSE,,,,,
Frosty Freezer,Cookie Sandwich,2720,5200,1300,10,FALSE,FALSE,,,,,
Frosty Freezer,Frozen Lemonade,2100,3700,925,6,FALSE,FALSE,,,,,<3
Frosty Stove,Blue Strawberries,1220,1900,475,2,FALSE,FALSE,,,,,
Frosty Stove,Chilled Donuts,1600,2900,725,7,FALSE,FALSE,,,,,
Frosty Stove,Icicle Pops,1640,3100,775,10,FALSE,FALSE,,,,,
Frozen Banana Stand,Sprinkled Banana,2660,4900,1225,8,FALSE,FALSE,,,,,
Frozen Banana Stand,Frosted Banana,1880,3100,775,4,FALSE,FALSE,,,,,
Frozen Banana Stand,Coconut Banana,1220,1900,475,1900,FALSE,FALSE,,,,,
Frozen Coffee Machine,Frozen Coffee,1220,1900,475,2,FALSE,FALSE,,,,,
Frozen Coffee Machine,Frozen Caramel Latte,1600,2900,725,7,FALSE,FALSE,,,,,
Frozen Coffee Machine,Frozen Mocha,1640,3100,775,10,FALSE,FALSE,,,,,
Frozen Drink Machine,Strawberry Space Shake,940,1400,350,1,TRUE,TRUE,,,,Smoothies & Milkshakes,
Frozen Drink Machine,Lemon Berry Smoothie,940,1400,350,1,TRUE,TRUE,,,,Smoothies & Milkshakes,
Frozen Drink Machine,Strawberry Splash,1920,3100,775,3,TRUE,TRUE,,,,Smoothies & Milkshakes,
Frozen Drink Machine,Pineapple Paradise,3340,5800,1450,6,TRUE,TRUE,,,,Smoothies & Milkshakes,
Frozen Drink Machine,Ocean Blast,6060,12100,3025,12,TRUE,TRUE,,,,Smoothies & Milkshakes,
Frozen Drink Machine,Strawberry Matcha Smoothies,1620,3000,750,8,FALSE,FALSE,,,,,
Frozen Drink Machine,Pineapple Berry Smoothie,1380,220,550,3,FALSE,FALSE,,,,,
Frozen Drink Machine,Peanut Butter Planetary Shake,1380,2200,550,3,FALSE,FALSE,,,,,
Frozen Drink Machine,Galaxy Grape Shake,1620,3000,750,8,FALSE,FALSE,,,,,
Frozen Fruit Fountain,Watermelon Slushie,1220,1900,475,2,FALSE,FALSE,,,,,
Frozen Fruit Fountain,Blueberry Slushie,1380,2200,550,3,FALSE,FALSE,,,,,
Frozen Fruit Fountain,Melon Slushie,1540,2600,650,5,FALSE,FALSE,,,,,
Frozen Gift Machine,Festive Refresher,1220,1900,475,2,TRUE,TRUE,,,,Cold Drinks,
Frozen Gift Machine,Green Grump Punch,1600,2900,725,7,TRUE,TRUE,,,,Cold Drinks,
Frozen Gift Machine,Reindeer Bath,1640,3100,775,10,TRUE,TRUE,,,,,
Frozen Gift Oven,Sugar Bear,1220,1900,475,2,TRUE,TRUE,,,,,
Frozen Gift Oven,Lost Cane Cake,1380,2200,550,3,TRUE,TRUE,,,,,
Frozen Gift Oven,Wonderbite Truffles,1540,2600,650,5,TRUE,TRUE,,,,Candies/Sweets,
Frozen Stove,Blue Strawberries,1220,1900,475,2,FALSE,FALSE,,,,,
Frozen Stove,Chilled Donuts,1600,2900,725,7,FALSE,FALSE,,,,,
Frozen Stove,Icicle Pops,1640,3100,775,10,FALSE,FALSE,,,,,
Fruit Chocolate Dip,Chocolate Pineapple,2520,5000,1250,12,FALSE,FALSE,,,,,
Fruit Chocolate Dip,Chocolate Strawberries,3760,8500,2125,18,FALSE,FALSE,,,,,
Fruit Chocolate Dip,Chocolate Golden Box,940,1400,350,1,FALSE,FALSE,,,,,
Fruit Chocolate Dip,Chocolate Heart Box,1380,2200,550,3,FALSE,FALSE,,,,,
Fruit Chocolate Dip,Chocolate Fruit Bouquet,1620,3000,750,8,FALSE,FALSE,,,,,
Fruit Juicer,Dragonfruit Drink,940,1400,350,1,TRUE,FALSE,Pink,,,Cold Drinks,
Fruit Juicer,Grapefruit Seltzer,940,1400,350,1,TRUE,FALSE,Orange,,,Cold Drinks,
Fruit Juicer,Orange Juice,1800,2900,725,2,TRUE,FALSE,,,,Cold Drinks,
Fruit Juicer,Apple Juice,2820,4700,1175,4,TRUE,FALSE,,,,Cold Drinks,
Fruit Juicer,Cranberry Juice,3860,6800,1700,6,TRUE,FALSE,Red,,,Cold Drinks,
Fruit Juicer,Cococnut Drink,1380,220,550,3,FALSE,FALSE,,,,,
Fruit Juicer,Pineapple Drink,1620,3000,750,8,FALSE,FALSE,,,,,
Fruit Juicer,Watermelon Seltzer,1380,220,550,3,FALSE,FALSE,,,,,
Fruit Juicer,Lemon Seltzer,1620,3000,750,8,FALSE,FALSE,,,,,
Fudge Station,Chocolate Fudge,2000,3300,825,4,TRUE,FALSE,Brown,,,Candies/Sweets,
Fudge Station,Maple Fudge,2800,5100,1275,8,TRUE,FALSE,Tan,,,Candies/Sweets,
Fudge Station,Glazed Pecan Fudge,3380,6800,1700,12,TRUE,FALSE,White,,,Candies/Sweets,
Fusion Oven,Avocado Matcha Tart,1220,1900,475,2,TRUE,FALSE,Green,,,Tarts,
Fusion Oven,Beet Choco Cake,1380,2200,550,3,TRUE,FALSE,,,,Brownies,
Fusion Oven,Lavender Lemonies,1540,2600,650,5,FALSE,FALSE,,,,,
Galaxy Oven,Astronaut Cookies,1220,1900,475,2,FALSE,TRUE,,,,,
Galaxy Oven,Planetary Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Galaxy Oven,Galaxy Cookies,1540,2600,650,5,FALSE,FALSE,,,,,
Garden Cottage Oven,Petal Cake Pop,1400,2200,550,2,FALSE,FALSE,,,,,
Garden Cottage Oven,Flowery Cake Pop,1420,2200,550,2,FALSE,FALSE,,,,,
Garden Cottage Oven,Flower Pot Pop,1020,1600,400,1,FALSE,FALSE,,,,,
Garden Fountain,Marigold Lemonade,940,1400,350,1,TRUE,TRUE,,,,Cold Drinks,
Garden Fountain,Grapefruit Honey Tea,940,1400,350,1,TRUE,TRUE,Yellow,,,Hot Teas,
Garden Fountain,Limeade,980,1500,375,1,TRUE,TRUE,,,,Cold Drinks,
Garden Fountain,Pink Lemonade,1360,2200,550,2,TRUE,TRUE,Pink,,,Cold Drinks,
Garden Fountain,Blackberry Lemonade,2080,3500,875,4,TRUE,TRUE,,,,Cold Drinks,
Garden Fountain,Elderflower Rosewater,1380,2200,550,3,FALSE,FALSE,,,,,
Garden Fountain,Pansy Refresher,1620,3000,750,8,FALSE,FALSE,,,,,
Garden Fountain,Elderberry Tea,1380,2200,550,3,FALSE,FALSE,,,,,
Garden Fountain,Choco-mint Tea,1620,3000,750,8,FALSE,FALSE,,,,,
Garden Grove Stove,Spring Cake,1220,2100,525,5,FALSE,FALSE,,,,,
Garden Grove Stove,Petal Cake,1340,2300,575,6,FALSE,FALSE,,,,Multi Layer Cakes,
Garden Grove Stove,Spring Branches Cake,1460,2700,675,8,FALSE,FALSE,,,,,
Garden Oven,Snail Snack,3340,6400,1600,10,FALSE,FALSE,,,,,
Garden Oven,Garden Cupcake,2760,4900,1225,7,FALSE,FALSE,Green,,,,Plants
Garden Oven,Dirt Cups,2100,3600,900,5,FALSE,FALSE,,,,,
Gelato Cart,Chocolate Gelato,1980,3600,900,8,FALSE,FALSE,,,,,
Gelato Cart,Green Tea Gelato,1700,3000,750,6,FALSE,FALSE,,,,,
Gelato Cart,Honey Gelato,1400,2300,575,4,FALSE,FALSE,,,,,
Glazed Stove,Chocoday Cupcake,1220,1900,475,2,FALSE,FALSE,,,,,
Glazed Stove,Rainbow Party Pops,1600,2900,725,7,FALSE,FALSE,,,,,
Glazed Stove,Confetti Cookies,1640,3100,775,10,FALSE,FALSE,,,,,
Gold Gilded Oven,Peppercream Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Gold Gilded Oven,Jungle Bites,1380,2200,550,3,FALSE,FALSE,,,,,
Gold Gilded Oven,Chocolate Honeycombs,1540,2600,650,5,FALSE,FALSE,,,,,
Golden Bird Stove,Savory Meal Roll,1220,1900,475,2,FALSE,FALSE,,,,,
Golden Bird Stove,Apple Crumb Pie,1600,2900,725,7,FALSE,FALSE,,,,,
Golden Bird Stove,Acorn Bites,1640,3100,775,10,FALSE,FALSE,,,,,
Gothic Home Oven,Graveyard Cake,1220,1900,475,2,TRUE,TRUE,,,,,
Gothic Home Oven,Monster Sheet Cake,1600,2900,725,7,TRUE,TRUE,,,,,
Gothic Home Oven,Witch Leg Cake,1640,3100,775,10,TRUE,TRUE,,,,,
Gourd Oven,Pumpkin Loaf,1220,1900,475,2,TRUE,TRUE,,,,,
Gourd Oven,Pumpkin Cheese Bread,1380,2200,550,3,TRUE,TRUE,,,,,
Gourd Oven,Pumpkin Pudding,1540,2600,650,5,TRUE,TRUE,,,,,
Gourmet Soda Machine,Watermelon Soda,2920,5400,1350,8,FALSE,FALSE,,,,,
Gourmet Soda Machine,Honey Lime Soda,2060,3400,850,4,FALSE,FALSE,,,,,
Gourmet Soda Machine,Blueberry Soda,1320,2100,525,2,FALSE,FALSE,,,,,
Grand Slam Oven,Cream Dogs,2660,4900,1225,8,FALSE,FALSE,,,,,
Grand Slam Oven,Baseball Cakes,2300,4000,1000,6,FALSE,FALSE,,,,,
Grand Slam Oven,Grand Slam Cake,1880,3100,775,4,FALSE,FALSE,,,,,
Grand Slam Oven,Colorful Pretzels,940,1400,350,1,FALSE,FALSE,,,,,
Grand Slam Oven,Cheese Stuffed Pretzel,1380,2200,550,3,FALSE,FALSE,,,,,
Grand Slam Oven,Pretzel Bunnies,1620,3000,750,8,FALSE,FALSE,,,,,
Grape Oven,Grape Prosciutto Crostini,1220,1900,475,2,TRUE,TRUE,,,,,
Grape Oven,Grape Cake,1380,2200,550,3,TRUE,TRUE,,,,,
Grape Oven,Roasted Grape Tart,1540,2600,650,5,TRUE,TRUE,,,,Tarts,
Grape Stove,Grape Panna Cotta,1220,1900,475,2,TRUE,TRUE,,,,,
Grape Stove,Grape Mochi,1600,2900,725,7,TRUE,TRUE,,,,Ice Creams,
Grape Stove,Grape Mousse Cake,1640,3100,775,10,TRUE,TRUE,,,,,
Grapefruit Cooker,Key Lime Cupcakes,940,1400,350,1,TRUE,TRUE,Green,,,Cupcakes,
Grapefruit Cooker,Zesty Lime Mousse,940,1400,350,1,TRUE,TRUE,Yellow,,,,
Grapefruit Cooker,Raspberry Hive Tart,940,1400,350,1,TRUE,TRUE,,,,Tarts,
Grapefruit Cooker,Rosemary Pear Cookies,940,1400,350,1,TRUE,TRUE,,,,Cookies,
Grapefruit Cooker,Tanghulu Grapes,940,1400,350,1,TRUE,TRUE,,,,,
Grapefruit Cooker,Wonderflake Cake,1380,2200,550,3,TRUE,TRUE,Blue,,,,
Grapefruit Cooker,Nightfrost Punch,1620,3000,750,8,TRUE,TRUE,Yellow,,,Cold Drinks,
Grapefruit Cooker,Grapefruit Smoothie,1540,2400,600,1,TRUE,TRUE,Red,,,Smoothies & Milkshakes,
Grapefruit Cooker,Grapefruit Pie,2060,3300,825,2,TRUE,TRUE,Tan,,,Pies,
Grapefruit Cooker,Grapefruit Sorbet,2840,4700,1175,4,TRUE,TRUE,Pink,,,Ice Creams,
Grapefruit Cooker,Maple Pear Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Grapefruit Cooker,Rasp-pear-stachio Tart,1620,3000,750,8,FALSE,FALSE,,,,,
Grapefruit Cooker,Coconut Key Lime Pie,1380,2200,550,3,FALSE,FALSE,,,,,
Grapefruit Cooker,Key Lime Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Grapefruit Cooker,Muscat Sandwich,1380,2200,550,3,FALSE,FALSE,,,,,
Grapefruit Cooker,Grape Tart,1620,3000,750,8,FALSE,FALSE,,,,,
Grapefruit Cooker,Grapefruit Panna Cotta,1380,2200,550,3,FALSE,FALSE,,,,,
Grapefruit Cooker,Lemon Brownies,1620,3000,750,8,FALSE,FALSE,,,,,
Greco Oven,Cinnamon Shore Pie,1220,1900,475,2,FALSE,FALSE,,,,,
Greco Oven,Ambrosia Twists,1380,2200,550,3,FALSE,FALSE,,,,,
Greco Oven,Lemon Yogurt Bar,1540,2600,650,5,FALSE,FALSE,,,,,
Green Shop Stove,Meiser Mint Brownie,1220,1900,475,2,FALSE,FALSE,,,,,
Green Shop Stove,Cherry Chocolate Reindeer,1600,2900,725,7,FALSE,FALSE,,,,,
Green Shop Stove,Wonder Wreaths,1640,3100,775,10,FALSE,FALSE,,,,,
Griddle,Pancake Smiles,1220,1900,475,2,FALSE,FALSE,,,,,
Griddle,Bacon Waffles,1600,2900,725,7,FALSE,FALSE,,,,,
Griddle,Breakfast Panini,1640,3100,775,10,FALSE,FALSE,,,,,
Guitar Oven,Drum Cake,1580,2800,700,6,FALSE,FALSE,,,,,
Guitar Oven,Treble Cookies,1540,2600,650,5,FALSE,FALSE,,,,,
Guitar Oven,Note Cupcakes,1060,1700,425,3,FALSE,FALSE,,,,,
Hallo Oven,Sweet Pumpkins,880,1400,350,1,FALSE,FALSE,,,,,
Hallo Oven,Creepy Pops,1520,2500,625,3,FALSE,FALSE,,,,,
Hallo Oven,Cupcake Ghouls,2160,3800,950,6,FALSE,FALSE,,Halloween,,,
Harvest Candy Maker,Sweet Corn Brittle,1220,1900,475,2,TRUE,FALSE,,,,Candies/Sweets,
Harvest Candy Maker,Pecan Pralines,1880,3100,775,4,TRUE,FALSE,,,,,
Harvest Candy Maker,Apple Spice Truffle,2660,4900,1225,8,TRUE,FALSE,,,,Candies/Sweets,
Harvest Fair Oven,Apple Pie Rolls,1220,1900,475,2,FALSE,FALSE,,,,,
Harvest Fair Oven,Key Lime Picicle,1380,2200,550,3,FALSE,FALSE,,,,,
Harvest Fair Oven,Strawberry Do-Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Harvest Fair Stove,Festival Funnel Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Harvest Fair Stove,Cake Cone,1600,2900,725,7,FALSE,FALSE,,,,,
Harvest Fair Stove,Sugary Cinnamon Delight,1640,3100,775,10,FALSE,FALSE,,,,,
Harvest Oven,Sweetgum Leaf Cookies,3120,6100,1525,11,FALSE,FALSE,,,,,
Harvest Oven,Sycamore Leaf Cookies,1580,2800,700,6,FALSE,FALSE,,,,,
Harvest Oven,Japanese Maple Leaf Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Harvest Stove,Cute Mushroom Cake,1220,1900,475,2,TRUE,TRUE,,,,,
Harvest Stove,Caramel Apple Cake,1600,2900,725,7,TRUE,TRUE,,,,,
Harvest Stove,Harvest Tier Cake,1640,3100,775,10,TRUE,TRUE,,,,,
Haunted Drink Machine,Midnight Milkshake,2660,4900,1225,8,FALSE,FALSE,,,,,
Haunted Drink Machine,Gummy Worm Punch,1880,3100,775,4,FALSE,FALSE,,,,,
Haunted Drink Machine,Slime Slushie,1220,1900,475,2,FALSE,FALSE,,,,,
Haunted Home Stove,Haunted Macarons,1220,1900,475,2,TRUE,TRUE,,,,Macarons,
Haunted Home Stove,Spider Cupcakes,1380,2200,550,3,TRUE,TRUE,,,,Cupcakes,
Haunted Home Stove,Ghost Brownies,1540,2600,650,5,TRUE,TRUE,,,,Brownies,
Haute Stove,Caramel Coffeecotta,1220,1900,475,2,FALSE,FALSE,,,,,
Haute Stove,Strawberry Napoleon,1600,2900,725,7,FALSE,FALSE,,,,,
Haute Stove,Cocoa Cookies,1640,3100,775,10,FALSE,FALSE,,,,,
Hawaiian Oven,Pina Colada Cupcake,1560,2700,675,1,TRUE,FALSE,,,,Cupcakes,
Hawaiian Oven,Island Macaroons,1720,2800,700,3,TRUE,FALSE,Tan,,,Macarons,
Hawaiian Oven,Usidedown Cake,1780,2900,725,5,TRUE,FALSE,,,,,
Hay Bale Fountain,Harvest Hot Cocoa,1580,2800,700,6,TRUE,FALSE,,,Fall,Hot Chocolates,
Hay Bale Fountain,Autumn Americano,1440,2500,625,5,TRUE,FALSE,,,Fall,Coffees,
Hay Bale Fountain,Thankful Tea,1300,2200,550,4,TRUE,FALSE,,,Fall,Hot Teas,
Headstone Oven,Creepy Looking Cake,940,1400,350,1,TRUE,TRUE,,,,,
Headstone Oven,Spiderweb Bunuelos,940,1400,350,1,TRUE,TRUE,,,,,
Headstone Oven,Ghost Pops,2640,4300,1075,3,TRUE,TRUE,,,,Cake Pops,
Headstone Oven,Nightmare Cake,940,1400,350,1,TRUE,TRUE,,,,,
Headstone Oven,Nightshade Marble Cake,940,1400,350,1,TRUE,FALSE,Brown,Halloween,,,
Headstone Oven,Bat Pie,940,1400,350,1,TRUE,TRUE,,,,Pies,
Headstone Oven,Ghost Cookies,3720,6500,1625,6,TRUE,TRUE,White,Halloween,,Cookies,
Headstone Oven,Ghost Cupcakes,4560,8600,2150,9,TRUE,TRUE,Brown,Halloween,,Cupcakes,
Headstone Oven,Bat Cookie,1380,2200,550,3,TRUE,TRUE,,,,Cookies,
Headstone Oven,Bat Cupcakes,1620,3000,750,8,TRUE,TRUE,,,,Cupcakes,
Headstone Oven,Sugar Skull Cake Pops,1620,3000,750,8,FALSE,FALSE,,,,,
Headstone Oven,Halloween Conchas,1380,2200,550,3,FALSE,FALSE,,,,,
Headstone Oven,Midnight Meringue Spires,1380,2200,550,3,FALSE,FALSE,,,,,
Headstone Oven,Ghoulcake,1620,3000,750,8,FALSE,FALSE,,,,,
Headstone Oven,Sugary Shout Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Headstone Oven,Demon Drops,1600,3000,750,8,FALSE,FALSE,,,,,
Headstone Oven,Sugar Skull Cake Pops,1620,3000,750,8,FALSE,FALSE,,,,,
Headstone Oven,Pumpkin Yogurt Pretzel,1380,2200,550,3,FALSE,FALSE,,,,,
Healthy Oven,Happy Bark,1440,2300,575,2,FALSE,FALSE,,,,,
Healthy Oven,Hearty Muffins,1760,2900,725,3,FALSE,FALSE,,,,,
Healthy Oven,Trail Mix,1020,1600,400,1,FALSE,FALSE,Brown,,,Savory,
Healthy Sweets Machine,Saffron Ice Cream,940,1400,350,1,TRUE,TRUE,,,,Ice Creams,
Healthy Sweets Machine,Plum Parfait,940,1400,350,1,TRUE,TRUE,,,,Puddings/Parfaits,
Healthy Sweets Machine,Ginger Kombucha,940,1400,350,1,TRUE,TRUE,Yellow,,,Puddings/Parfaits,
Healthy Sweets Machine,Orange Banana Ice Cream,1300,2200,550,5,TRUE,FALSE,Yellow,,,Ice Creams,
Healthy Sweets Machine,Mango Lime Ice Cream,1740,3100,775,7,TRUE,TRUE,,,,Ice Creams,
Healthy Sweets Machine,POM and Berry Ice Cream,2200,4100,1025,9,TRUE,FALSE,Pink,,,Ice Creams,
Healthy Sweets Machine,Avocado Ice Cream,1620,3000,750,8,FALSE,FALSE,,,,,
Healthy Sweets Machine,Choco Cherry Ice Cream,1380,2200,550,3,FALSE,FALSE,,,,,
Healthy Sweets Machine,Floral Kombucha,1620,3000,750,8,FALSE,FALSE,,,,,
Healthy Sweets Machine,Raspberry Lemon Kombucha,1380,2200,550,3,FALSE,FALSE,,,,,
Healthy Sweets Machine,Lavender Blueberry Parfait,1620,3000,750,8,FALSE,FALSE,,,,,
Healthy Sweets Machine,Lemon Cherry Parfait,1380,2200,550,3,FALSE,FALSE,,,,,
Heart Bakers Oven,Romantic Rose Cake,1440,2600,650,7,FALSE,FALSE,,,,,
Heart Bakers Oven,Romantic Cake,1340,2300,575,6,FALSE,FALSE,,,,,
Heart Bakers Oven,Love At First Bite,1220,2100,525,5,FALSE,FALSE,,,,,
Hi Fi Player,Wouldn't it be Rice,1220,1900,475,2,FALSE,FALSE,,,,,
Hi Fi Player,Thyme After Thyme,1600,2900,725,7,FALSE,FALSE,,,,,
Hi Fi Player,Take My Bread Away,1640,3100,775,10,FALSE,FALSE,,,,,
HOHOHOliday Oven,Holiday Pie Board,1220,1900,475,2,TRUE,FALSE,Tan,Christmas,,Pies,
HOHOHOliday Oven,Holiday Puppy Chow,1380,2200,550,3,FALSE,FALSE,,,,,
HOHOHOliday Oven,Holiday Puff Pas Trees,1540,2600,650,5,FALSE,FALSE,,,,,
HOHOHOliday Stove,Holiday Punch,1220,1900,475,2,FALSE,FALSE,,,,,
HOHOHOliday Stove,Pumpkin Pie Latte,1600,2900,725,7,FALSE,FALSE,,,,,
HOHOHOliday Stove,Festive Fizz,1640,3100,775,10,FALSE,FALSE,,,,,
Holiday Drink Mixer,Reindeer Cranberry Fizz,760,1200,300,1,TRUE,FALSE,Red,Christmas,,Cold Drinks,
Holiday Drink Mixer,Cranberry Punch,860,1400,350,2,TRUE,FALSE,,,,Cold Drinks,
Holiday Drink Mixer,Cranberry Hot Chocolate,1020,1600,400,4,TRUE,FALSE,,,,Hot Chocolates,
Holiday Night Oven,Danish Butter Cookies,1220,1900,475,2,TRUE,TRUE,,,,Cookies,
Holiday Night Oven,Driedel Cookies,1600,2900,725,7,TRUE,TRUE,,,,Cookies,
Holiday Night Oven,Ornament Bon Bons,1640,3100,775,10,TRUE,TRUE,,,,,
Holiday Oven,Cranberry Tarts,1120,1800,450,2,TRUE,FALSE,,,,Tarts,
Holiday Oven,Cranberry Fudge,1220,2100,525,3,TRUE,FALSE,,,,Candies/Sweets,
Holiday Oven,Cranberry Cake,1440,2300,575,5,TRUE,FALSE,,,,,
Homey Stove,Puppy Chow,1220,1900,475,2,FALSE,FALSE,,,,,
Homey Stove,Dump Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Homey Stove,Classic Yellow Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Homey Stove,Dump Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Honey Maker,Honey Sun Tea,1640,3100,775,10,FALSE,FALSE,,,,,
Honey Maker,Honey Yeast Roll,1220,1900,475,2,FALSE,FALSE,,,,,
Honey Maker,Honey Baklava,1600,2900,725,7,FALSE,FALSE,,,,,
Honey Maker,Honey Sun Tea,1640,3100,775,10,FALSE,FALSE,,,,,
Honey Mixer,Honey Tea,1540,2500,625,3,TRUE,TRUE,,,,Hot Teas,
Honey Mixer,Honey Cider,940,1400,350,1,TRUE,TRUE,,,,Cold Drinks,
Honey Mixer,Honeycomb Milkshake,1380,2200,550,3,TRUE,TRUE,,,,Smoothies & Milkshakes,
Honey Mixer,Honeybear Tea,1620,3000,750,8,TRUE,TRUE,,,,Hot Teas,
Honey Mixer,Honey Smoothie,2160,3800,950,6,TRUE,TRUE,,,,Smoothies & Milkshakes,
Honeycomb Oven,Caramel Puff Corn,940,1400,350,1,TRUE,TRUE,Green,,,Candies/Sweets,
Honeycomb Oven,Honey Comb Cake,940,1400,350,1,TRUE,TRUE,Yellow,,,Single Layer Cakes,
Honeycomb Oven,Hive Cakes,1840,300,750,3,TRUE,TRUE,,,,,
Honeycomb Oven,Buzzing Cookies,2280,4000,1000,6,TRUE,TRUE,,,,Cookies,
Honeycomb Oven,Buzz Pops,2780,5200,1300,9,TRUE,TRUE,,,,Cake Pops,
Honeycomb Oven,Honey Bear Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Honeycomb Oven,Honey Hive Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Honeycomb Oven,Gooey Butter Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Honeycomb Oven,Peppernut Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Horseshoe Stove,Apple Coffee Cake,1220,1900,475,2,FALSE,FALSE,,,,,
Horseshoe Stove,Horseshoe Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Horseshoe Stove,Irish Bread Pudding,1640,3100,775,10,FALSE,FALSE,,,,,
Ice Box,Ice Cream Burrito,1540,2600,650,5,FALSE,FALSE,,,,,
Ice Box,Emoji Swirl,1380,2200,550,3,FALSE,FALSE,,,,,
Ice Box,Taiyaki Ice Creak,1220,1900,475,2,FALSE,FALSE,,,,,
Ice Cream Maker,Spumoni Gelato,940,1400,350,1,TRUE,TRUE,Rainbow,,,Ice Creams,
Ice Cream Maker,Rainbow Sundae,940,1400,350,1,TRUE,TRUE,Rainbow,,,Ice Creams,
Ice Cream Maker,Cookie Shake,940,1400,350,1,TRUE,TRUE,Brown,,,Smoothies & Milkshakes,
Ice Cream Maker,Matcha Crepe,940,1400,350,1,TRUE,TRUE,Rainbow,,,Pastries,
Ice Cream Maker,Chocolate Scoop,1660,2600,650,2,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Spumoni,2640,4200,1050,2,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Green Tea Scoop,2660,4400,1100,4,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Banana Split Sundae,3840,7000,1750,8,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Vanilla Scoop,4520,11900,2975,48,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Strawberry Scoop,4620,10000,2500,16,TRUE,TRUE,,,,Ice Creams,
Ice Cream Maker,Cake Shake,1380,2200,550,3,FALSE,FALSE,,,,,
